folio;folioArmstrong;presi;nnot;prensa;yr;mes;inicio;fin;duracion;ddpp;leg;bboo;id_legb;inst;min;ciuur4;ciuur3;ciuur2;trabemp;rangoemp;org;orgb;tc;externo;extgeo;reg1;reg2;reg3;com1;lat1;long1;com2;lat2;long2;com3;lat3;long3;dem1;dem2;dem3;dem4;dem5;tactica1;tactica2;tactica3;tactica4;tactica5;lockout;blanco1;blanco2;blanco3;poli;enfrentamiento;arresto;heridos;neg;dis_sin_enf;fuerza_pol;bomb;carros;n_det;muertos;n_muertos;aliado1;central1;aliado2;central2;aliado3;central3;autoridad;dhtp;acuerdo;cod;Comentarios;dem.antigua;
;130;1;;;1981;;;;10,0;6,0;1;;;1;;;;3;;;;;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2136,0;;;;1,0;
;131;1;;;1981;;;;2,0;2,0;1;;;1;;;;3;;;;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290,0;;;;1,0;
;132;1;;;1981;;;;23,0;19,0;1;;;1;;;;3;;;;;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2166,0;;;;1,0;
;133;1;;;1981;;;;9,0;7,0;1;;;1;;;;3;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133,0;;;;1,0;
;134;1;;;1981;;;;27,0;19,0;1;;;1;;;;3;;;;;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5776,0;;;;1,0;
;135;1;;;1981;;;;52,0;36,0;1;;;1;;;;1;;;;;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4176,0;;;;1,0;
;136;1;;;1981;;;;52,0;36,0;1;;;1;;;;1;;;;;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9396,0;;;;1,0;
;137;1;;;1981;;;;14,0;10,0;1;;;1;;;;3;;;;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730,0;;;;1,0;
;138;1;;;1981;;;;26,0;22,0;1;;;3;;;;2;;;;;1535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33770,0;;;;1,0;
;139;1;;;1981;;;;27,0;18,0;1;;;1;;;;3;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450,0;;;;1,0;
;140;1;;;1981;;;;2,0;2,0;1;;;1;;;;3;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,0;;;;1,0;
;141;1;;;1981;;;;56,0;39,0;1;;;1;;;;3;;;;;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6708,0;;;;1,0;
;142;1;;;1981;;;;56,0;39,0;1;;;1;;;;3;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4641,0;;;;1,0;
;143;1;;;1981;;;;17,0;14,0;1;;;3;;;;2;;;;;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3598,0;;;;1,0;
;144;1;;;1981;;;;27,0;18,0;1;;;1;;;;3;;;;;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1458,0;;;;1,0;
;145;1;;;1981;;;;21,0;16,0;1;;;1;;;;3;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240,0;;;;1,0;
;146;1;;;1981;;;;5,0;5,0;1;;;1;;;;6;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;255,0;;;;1,0;
;147;1;;;1981;;;;1,0;1,0;1;;;1;;;;3;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,0;;;;1,0;
;148;1;;;1981;;;;2,0;2,0;1;;;1;;;;3;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,0;;;;1,0;
;149;1;;;1981;;;;11,0;7,0;1;;;1;;;;3;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273,0;;;;1,0;
;150;1;;;1981;;;;19,0;13,0;1;;;1;;;;3;;;;;1074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13962,0;;;;1,0;
;151;1;;;1981;;;;24,0;16,0;1;;;1;;;;1;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1328,0;;;;1,0;
;152;1;;;1981;;;;11,0;9,0;1;;;1;;;;1;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,0;;;;1,0;
;153;1;;;1981;;;;17,0;13,0;1;;;1;;;;3;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;624,0;;;;1,0;
;154;1;;;1981;;;;4,0;4,0;1;;;1;;;;6;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176,0;;;;1,0;
;155;1;;;1981;;;;4,0;4,0;1;;;1;;;;6;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,0;;;;1,0;
;156;1;;;1981;;;;4,0;4,0;1;;;1;;;;3;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,0;;;;1,0;
;157;1;;;1981;;;;30,0;26,0;1;;;3;;;;2;;;;;1700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44200,0;;;;1,0;
;158;1;;;1981;;;;35,0;22,0;1;;;1;;;;2;;;;;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3916,0;;;;1,0;
;159;1;;;1981;;;;35,0;22,0;1;;;1;;;;2;;;;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1342,0;;;;1,0;
;160;1;;;1981;;;;9,0;6,0;1;;;1;;;;2;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3600,0;;;;1,0;
;161;1;;;1981;;;;22,0;15,0;1;;;1;;;;3;;;;;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4320,0;;;;1,0;
;162;1;;;1981;;;;4,0;2,0;1;;;1;;;;3;;;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176,0;;;;1,0;
;163;1;;;1981;;;;11,0;6,0;1;;;1;;;;3;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;264,0;;;;1,0;
;164;1;;;1981;;;;12,0;7,0;1;;;1;;;;3;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700,0;;;;1,0;
;165;1;;;1981;;;;14,0;9,0;1;;;1;;;;3;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1143,0;;;;1,0;
;166;1;;;1981;;;;15,0;10,0;1;;;1;;;;3;;;;;379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3790,0;;;;1,0;
;167;1;;;1981;;;;14,0;9,0;1;;;1;;;;3;;;;;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;936,0;;;;1,0;
;168;1;;;1981;;;;15,0;10,0;1;;;1;;;;2;;;;;752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7520,0;;;;1,0;
;169;1;;;1981;;;;19,0;12,0;1;;;1;;;;3;;;;;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4128,0;;;;1,0;
;170;1;;;1981;;;;19,0;12,0;1;;;1;;;;3;;;;;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1824,0;;;;1,0;
;171;1;;;1981;;;;26,0;22,0;1;;;3;;;;2;;;;;1064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23408,0;;;;1,0;
;172;1;;;1981;;;;24,0;19,0;1;;;1;;;;3;;;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;988,0;;;;1,0;
;173;1;;;1982;;;;56,0;44,0;1;;;1;;;;3;;;;;507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22308,0;;;;1,0;
;174;1;;;1982;;;;8,0;6,0;1;;;1;;;;3;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,0;;;;1,0;
;175;1;;;1982;;;;9,6;7,2;1;;;1;;;;3;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;684,0;;;;1,0;
;176;1;;;1982;;;;2,0;2,0;1;;;1;;;;3;;;;;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,0;;;;1,0;
;177;1;;;1982;;;;15,0;13,0;1;;;1;;;;3;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1183,0;;;;1,0;
;178;1;;;1982;;;;4,0;3,0;1;;;1;;;;3;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,0;;;;1,0;
;179;1;;;1982;;;;14,0;11,0;1;;;1;;;;3;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,0;;;;1,0;
;180;1;;;1982;;;;8,0;6,0;1;;;1;;;;6;;;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;444,0;;;;1,0;
;181;1;;;1982;;;;37,0;29,0;1;;;1;;;;2;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1798,0;;;;1,0;
;182;1;;;1982;;;;34,0;26,0;1;;;1;;;;6;;;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1924,0;;;;1,0;
;183;1;;;1982;;;;10,0;8,0;1;;;1;;;;2;;;;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,0;;;;1,0;
;184;1;;;1983;;;;21,6;14,4;1;;;1;;;;3;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;734,4;;;;1,0;
;185;1;;;1983;;;;68,4;49,2;1;;;1;;;;3;;;;;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17859,6;;;;1,0;
;186;1;;;1983;;;;6,0;5,0;1;;;1;;;;6;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,0;;;;1,0;
;187;1;;;1983;;;;4,8;2,4;1;;;1;;;;3;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,0;;;;1,0;
;188;1;;;1983;;;;34,8;25,2;1;;;1;;;;3;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1008,0;;;;1,0;
;189;1;;;1983;;;;31,0;27,0;1;;;1;;;;3;;;;;545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14715,0;;;;1,0;
;190;1;;;1983;;;;23,0;21,0;1;;;1;;;;3;;;;;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3297,0;;;;1,0;
;191;1;;;1983;;;;16,0;14,0;1;;;1;;;;12;;;;;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3206,0;;;;1,0;
;192;1;;;1983;;;;45,6;33,6;1;;;1;;;;3;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1512,0;;;;1,0;
;193;1;;;1983;;;;49,0;41,0;1;;;1;;;;3;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2542,0;;;;1,0;
;194;1;;;1983;;;;33,0;26,0;1;;;1;;;;3;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;884,0;;;;1,0;
;195;1;;;1983;;;;14,0;11,0;1;;;1;;;;3;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,0;;;;1,0;
;196;1;;;1983;;;;4,8;4,8;1;;;1;;;;3;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196,8;;;;1,0;
;197;1;;;1983;;;;7,0;6,0;1;;;1;;;;6;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,0;;;;1,0;
;198;1;;;1983;;;;9,6;7,2;1;;;1;;;;3;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,0;;;;1,0;
;199;1;;;1983;;;;8,4;6,0;1;;;1;;;;8;;;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;444,0;;;;1,0;
;200;1;;;1983;;;;0,6;0,6;1;;;1;;;;3;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,0;;;;1,0;
;201;1;;;1983;;;;5,0;5,0;1;;;1;;;;6;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65,0;;;;1,0;
;202;1;;;1983;;;;10,8;8,4;1;;;1;;;;3;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;672,0;;;;1,0;
;203;1;;;1983;;;;24,0;16,8;1;;;1;;;;3;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1512,0;;;;1,0;
;204;1;;;1983;;;;24,0;16,8;1;;;1;;;;3;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;554,4;;;;1,0;
;205;1;;;1983;;;;13,0;11,0;1;;;1;;;;3;;;;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3080,0;;;;1,0;
;206;1;;;1983;;;;4,0;4,0;1;;;1;;;;3;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,0;;;;1,0;
;207;1;;;1983;;;;8,0;7,0;1;;;1;;;;3;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,0;;;;1,0;
;208;1;;;1983;;;;4,0;4,0;1;;;1;;;;3;;;;;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424,0;;;;1,0;
;209;1;;;1983;;;;14,0;12,0;1;;;1;;;;3;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;672,0;;;;1,0;
;210;1;;;1983;;;;1,0;1,0;1;;;1;;;;6;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,0;;;;1,0;
;211;1;;;1983;;;;4,0;4,0;1;;;1;;;;3;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144,0;;;;1,0;
;212;1;;;1983;;;;9,0;8,0;1;;;1;;;;3;;;;;374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2992,0;;;;1,0;
;213;1;;;1983;;;;4,8;4,8;1;;;1;;;;3;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230,4;;;;1,0;
;214;1;;;1983;;;;16,0;13,0;1;;;1;;;;6;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;468,0;;;;1,0;
;215;1;;;1983;;;;18,0;15,0;1;;;1;;;;6;;;;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2205,0;;;;1,0;
;216;1;;;1983;;;;16,8;12,0;1;;;1;;;;3;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;744,0;;;;1,0;
;217;1;;;1983;;;;15,0;13,0;1;;;1;;;;11;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;403,0;;;;1,0;
;218;1;;;1983;;;;0,4;0,4;1;;;1;;;;6;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,6;;;;1,0;
;219;1;;;1983;;;;11,0;9,0;1;;;1;;;;6;;;;;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1017,0;;;;1,0;
;220;1;;;1983;;;;0,3;0,3;1;;;1;;;;8;;;;;328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,4;;;;1,0;
;221;1;;;1983;;;;9,0;8,0;1;;;1;;;;3;;;;;402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3216,0;;;;1,0;
;222;1;;;1983;;;;15,0;11,0;1;;;1;;;;3;;;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,0;;;;1,0;
;223;1;;;1983;;;;55,2;42,0;2;;;1;;;;5;;;;;1463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61446,0;;;;9,2;
;224;1;;;1984;;;;6,0;6,0;1;;;1;;;;3;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450,0;;;;1,0;
;225;1;;;1984;;;;6,0;6,0;1;;;1;;;;3;;;;;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750,0;;;;1,0;
;226;1;;;1984;;;;6,0;6,0;1;;;1;;;;3;;;;;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;816,0;;;;1,0;
;227;1;;;1984;;;;4,0;4,0;1;;;1;;;;3;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404,0;;;;1,0;
;228;1;;;1984;;;;22,0;19,0;1;;;1;;;;3;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;855,0;;;;1,0;
;229;1;;;1984;;;;14,0;12,0;1;;;1;;;;12;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;528,0;;;;1,0;
;230;1;;;1984;;;;7,0;6,0;1;;;1;;;;12;;;;;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;738,0;;;;1,0;
;231;1;;;1984;;;;2,5;2,5;1;;;1;;;;3;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5;;;;1,0;
;232;1;;;1984;;;;18,0;16,0;1;;;1;;;;3;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;464,0;;;;1,0;
;233;1;;;1984;;;;17,0;15,0;1;;;1;;;;6;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165,0;;;;1,0;
;234;1;;;1984;;;;2,4;2,4;1;;;1;;;;3;;;;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;621,6;;;;1,0;
;235;1;;;1984;;;;29,0;25,0;1;;;1;;;;3;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;875,0;;;;1,0;
;236;1;;;1984;;;;2,4;2,4;1;;;1;;;;3;;;;;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;446,4;;;;1,0;
;237;1;;;1984;;;;15,0;13,0;1;;;1;;;;3;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;455,0;;;;1,0;
;238;1;;;1984;;;;16,0;14,0;1;;;1;;;;3;;;;;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1792,0;;;;1,0;
;239;1;;;1984;;;;4,0;4,0;1;;;1;;;;3;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,0;;;;1,0;
;240;1;;;1984;;;;6,0;6,0;1;;;1;;;;3;;;;;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;990,0;;;;1,0;
;241;1;;;1984;;;;30,6;25,8;1;;;1;;;;3;;;;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1677,0;;;;1,0;
;242;1;;;1984;;;;18,0;13,2;1;;;1;;;;3;;;;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1280,4;;;;1,0;
;243;1;;;1984;;;;4,8;4,8;1;;;1;;;;3;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;168,0;;;;1,0;
;244;1;;;1984;;;;4,8;4,8;1;;;1;;;;10;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,4;;;;1,0;
;245;1;;;1984;;;;4,8;4,8;1;;;1;;;;10;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129,6;;;;1,0;
;246;1;;;1984;;;;6,0;4,8;1;;;1;;;;3;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,6;;;;1,0;
;247;1;;;1984;;;;25,2;18,0;1;;;1;;;;5;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;738,0;;;;1,0;
;248;1;;;1984;;;;20,4;15,6;1;;;1;;;;3;;;;;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5584,8;;;;1,0;
;249;1;;;1984;;;;46,8;32,4;1;;;1;;;;3;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3272,4;;;;1,0;
;250;1;;;1984;;;;37,2;25,2;1;;;1;;;;3;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1764,0;;;;1,0;
;251;1;;;1984;;;;1,5;1,5;1;;;1;;;;3;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,0;;;;1,0;
;252;1;;;1984;;;;13,0;11,0;1;;;1;;;;3;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;495,0;;;;1,0;
;253;1;;;1984;;;;74,0;58,0;1;;;1;;;;7;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1450,0;;;;1,0;
;254;1;;;1984;;;;4,0;4,0;1;;;1;;;;3;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176,0;;;;1,0;
;255;1;;;1984;;;;3,6;3,6;1;;;1;;;;3;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288,0;;;;1,0;
;256;1;;;1984;;;;2,4;2,4;1;;;1;;;;5;;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,4;;;;1,0;
;257;1;;;1984;;;;4,8;4,8;1;;;1;;;;3;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196,8;;;;1,0;
;258;1;;;1984;;;;15,0;13,0;1;;;1;;;;3;;;;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5447,0;;;;1,0;
;259;1;;;1984;;;;10,0;9,0;1;;;1;;;;3;;;;;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1962,0;;;;1,0;
;260;1;;;1984;;;;36,0;27,0;1;;;1;;;;3;;;;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3915,0;;;;1,0;
;261;1;;;1984;;;;35,0;26,0;1;;;1;;;;3;;;;;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2756,0;;;;1,0;
;262;1;;;1984;;;;18,0;15,0;1;;;1;;;;3;;;;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1275,0;;;;1,0;
;263;1;;;1985;;;;55,0;47,0;1;;;1;;;;1;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1316,0;;;;1,0;
;264;1;;;1985;;;;33,0;28,0;1;;;1;;;;3;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1092,0;;;;1,0;
;265;1;;;1985;;;;55,0;45,0;1;;;1;;;;3;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1260,0;;;;1,0;
;266;1;;;1985;;;;12,0;10,0;1;;;1;;;;3;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;950,0;;;;1,0;
;267;1;;;1985;;;;4,5;3,5;1;;;1;;;;11;;;;;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1302,0;;;;1,0;
;268;1;;;1985;;;;16,0;14,0;1;;;1;;;;6;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196,0;;;;1,0;
;269;1;;;1985;;;;9,0;8,0;1;;;1;;;;6;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256,0;;;;1,0;
